test_section,dist,area,flow_rate,velocity,pressure_head,velocity_head,calculated_total_head,measured_total_head
1,0.0,0.00049,0.00011143695014662756,0.22742234723801544,0.228,0.002636132722897475,0.23063613272289749,0.225
2,0.06028,0.00015,0.00011143695014662756,0.7429130009775171,0.202,0.02813046518967484,0.23013046518967484,0.225
3,0.06868,0.00011,0.00011143695014662756,1.0130631831511596,0.177,0.052308716261792045,0.22930871626179203,0.225
4,0.07318,9e-05,0.00011143695014662756,1.2381883349625284,0.149,0.0781401810824301,0.2271401810824301,0.224
5,0.08108,7.9e-05,0.00011143695014662756,1.4105943056535135,0.116,0.10141571330999581,0.21741571330999582,0.223
6,0.14154,0.00049,0.00011143695014662756,0.22742234723801544,0.155,0.002636132722897475,0.15763613272289748,0.172
